0	2
1	3
2	4
3	5
4	6
5	7
6	8
7	9
8	10
9	11
10	12
11	13
12	14
13	15
14	16
15	17
16	18
17	19
18	20
19	21
20	22
21	23
22	24
23	25
24	26
25	27
26	28
27	29
28	30
29	31
30	32
31	33
32	34
33	35
34	36
35	37
36	38
37	39
38	40
39	41
40	42
41	43
42	44
43	45
44	46
45	47
46	48
47	49
48	50
49	51
50	52
51	53
52	54
53	55
54	56
55	57
56	58
57	59
58	60
59	61
60	62
61	63
62	64
63	65
64	66
65	67
66	68
67	69
68	70
69	71
70	72
71	73
72	74
73	75
74	76
75	77
76	78
77	79
78	80
79	81
80	82
81	83
82	84
83	85
84	86
85	87
86	88
87	89
88	90
89	91
90	92
91	93
92	94
93	95
94	96
95	97
96	98
97	99
98	100
99	102
100	103
101	104
102	105
103	106
104	107
105	108
106	109
107	110
108	111
109	112
110	113
111	114
112	115
113	116
114	117
115	118
116	119
117	120
118	121
119	122
120	123
121	124
122	125
123	126
124	127
125	128
126	129
127	130
128	131
129	132
130	133
131	134
132	135
133	136
134	138
135	139
136	140
137	141
138	142
139	143
140	144
141	145
142	146
143	147
144	148
145	149
146	150
147	151
148	152
149	153
150	154
151	155
152	156
153	157
154	159
155	160
156	161
157	162
158	163
159	164
160	165
161	166
162	167
163	168
164	169
165	171
166	172
167	173
168	174
169	175
170	176
171	177
172	178
173	179
174	180
175	181
176	182
177	183
178	184
179	186
180	187
181	188
182	189
183	190
184	191
185	192
186	193
187	194
188	195
189	196
190	197
191	199
192	200
193	201
194	202
195	203
196	204
197	205
198	206
199	207
200	209
201	210
202	211
203	212
204	215
205	217
206	218
207	219
208	220
209	221
210	224
211	225
212	228
213	229
214	230
215	231
216	232
217	233
218	234
219	235
220	237
221	238
222	239
223	240
224	242
225	243
226	244
227	245
228	246
229	247
230	248
231	249
232	250
233	251
234	252
235	253
236	254
237	256
238	257
239	258
240	259
241	260
242	261
243	262
244	263
245	264
246	265
247	266
248	267
249	268
250	269
251	271
252	272
253	273
254	274
255	275
256	276
257	277
258	278
259	279
260	280
261	281
262	282
263	285
264	287
265	289
266	290
267	291
268	292
269	293
270	294
271	296
272	297
273	298
274	299
275	300
276	301
277	302
278	303
279	304
280	305
281	306
282	307
283	309
284	310
285	311
286	312
287	313
288	314
289	315
290	317
291	318
292	320
293	321
294	322
295	323
296	325
297	326
298	327
299	328
300	329
301	330
302	331
303	332
304	333
305	334
306	336
307	338
308	339
309	340
310	341
311	342
312	343
313	344
314	345
315	346
316	347
317	348
318	349
319	350
320	351
321	352
322	353
323	355
324	356
325	357
326	358
327	359
328	360
329	361
330	362
331	364
332	365
333	367
334	368
335	369
336	370
337	371
338	372
339	373
340	374
341	375
342	377
343	378
344	379
345	380
346	381
347	382
348	383
349	384
350	385
351	386
352	388
353	389
354	390
355	391
356	392
357	393
358	394
359	9642
360	397
361	398
362	399
363	400
364	402
365	404
366	405
367	407
368	408
369	410
370	411
371	412
372	413
373	414
374	416
375	417
376	418
377	419
378	420
379	421
380	422
381	423
382	424
383	425
384	426
385	427
386	428
387	429
388	432
389	433
390	434
391	435
392	436
393	437
394	438
395	439
396	440
397	442
398	444
399	445
400	446
401	447
402	448
403	449
404	450
405	451
406	453
407	454
408	455
409	456
410	457
411	458
412	459
413	460
414	461
415	462
416	464
417	466
418	467
419	468
420	470
421	472
422	474
423	475
424	476
425	477
426	478
427	480
428	481
429	483
430	486
431	488
432	489
433	490
434	492
435	494
436	495
437	497
438	498
439	499
440	501
441	502
442	504
443	506
444	507
445	510
446	512
447	514
448	515
449	516
450	517
451	518
452	519
453	521
454	522
455	523
456	524
457	525
458	526
459	527
460	528
461	529
462	532
463	534
464	535
465	536
466	538
467	540
468	541
469	542
470	543
471	544
472	545
473	546
474	549
475	550
476	551
477	552
478	553
479	554
480	556
481	557
482	559
483	560
484	562
485	563
486	564
487	566
488	567
489	569
490	570
491	573
492	574
493	575
494	577
495	579
496	580
497	581
498	583
499	584
500	585
501	586
502	588
503	589
504	590
505	591
506	592
507	593
508	594
509	595
510	597
511	598
512	599
513	600
514	603
515	604
516	605
517	606
518	607
519	608
520	609
521	610
522	611
523	612
524	613
525	615
526	616
527	617
528	619
529	621
530	622
531	623
532	624
533	625
534	627
535	628
536	629
537	630
538	631
539	634
540	636
541	637
542	639
543	642
544	643
545	644
546	647
547	648
548	650
549	652
550	653
551	655
552	656
553	657
554	658
555	659
556	660
557	662
558	663
559	664
560	666
561	11490
562	669
563	670
564	671
565	672
566	673
567	675
568	676
569	677
570	680
571	682
572	683
573	684
574	685
575	686
576	687
577	690
578	691
579	693
580	694
581	697
582	698
583	699
