0	18433
1	17924
2	17836
3	17931
4	17934
5	18448
6	18520
7	17940
8	18457
9	17947
10	17956
11	17957
12	18755
13	18480
14	18481
15	18484
16	17973
17	18492
18	18493
19	17982
20	18498
21	18503
22	18371
23	17980
24	17677
25	18005
26	18518
27	18008
28	18011
29	18012
30	18529
31	18532
32	18399
33	18537
34	18546
35	18035
36	18036
37	18039
38	17529
39	18468
40	17536
41	18624
42	18050
43	18052
44	17541
45	18054
46	18059
47	18060
48	18064
49	17554
50	18579
51	18070
52	17559
53	18585
54	18076
55	18590
56	17567
57	17568
58	17569
59	18087
60	18088
61	18716
62	18602
63	17579
64	18095
65	17584
66	17585
67	18610
68	18547
69	18100
70	18633
71	17593
72	18618
73	17596
74	18634
75	17598
76	18623
77	18112
78	17696
79	18629
80	18118
81	18636
82	18122
83	17527
84	17612
85	18125
86	17615
87	18130
88	18643
89	18644
90	18646
91	17623
92	18136
93	17625
94	18639
95	18141
96	17633
97	18151
98	18591
99	18671
100	18162
101	18170
102	18171
103	18174
104	18687
105	18179
106	18186
107	17675
108	18700
109	18701
110	18190
111	17679
112	18704
113	18648
114	17683
115	17710
116	18649
117	17723
118	18714
119	17692
120	18206
121	18208
122	17704
123	18219
124	18222
125	18653
126	17717
127	17887
128	18237
129	18751
130	18240
131	18242
132	18571
133	17737
134	18253
135	17744
136	18258
137	17747
138	18261
139	18548
140	17757
141	18235
142	18276
143	17766
144	18279
145	17768
146	18281
147	18282
148	18578
149	18287
150	17779
151	17781
152	17782
153	17784
154	17787
155	17792
156	18752
157	18312
158	18071
159	18316
160	17807
161	17810
162	17811
163	18326
164	18328
165	18329
166	17818
167	18331
168	18256
169	17828
170	18344
171	18346
172	18348
173	17837
174	18351
175	18353
176	18355
177	18357
178	18358
179	18079
180	18365
181	18368
182	17859
183	17862
184	18424
185	18388
186	17879
187	18393
188	17999
189	18124
190	17889
191	18683
192	17896
193	17916
194	18412
195	17903
196	17912
197	17915
198	18428
199	17578
200	9216
201	11265
202	11778
203	11780
204	10582
205	8711
206	8201
207	9236
208	8729
209	9242
210	11807
211	10272
212	9763
213	10788
214	11774
215	11308
216	9992
217	12211
218	9272
219	9055
220	12348
221	12081
222	12213
223	8768
224	11844
225	8630
226	10310
227	12360
228	10313
229	8784
230	12374
231	8793
232	8794
233	9820
234	11361
235	11362
236	10427
237	9316
238	11879
239	11368
240	12393
241	10861
242	12401
243	11379
244	8308
245	8553
246	10358
247	10089
248	8980
249	12415
250	10369
251	11394
252	8323
253	11396
254	11397
255	9864
256	11914
257	11403
258	9837
259	9882
260	10395
261	10398
262	8864
263	8360
264	9897
265	11438
266	9905
267	8372
268	11450
269	12063
270	11637
271	9922
272	8651
273	11981
274	11470
275	8399
276	11472
277	9938
278	10451
279	8916
280	9678
281	10979
282	8932
283	9957
284	8422
285	8937
286	11474
287	8435
288	8948
289	11000
290	9465
291	9469
292	9675
293	8959
294	10498
295	11011
296	11016
297	11529
298	12418
299	12050
300	11028
301	8470
302	8479
303	8481
304	8999
305	12076
306	11054
307	12079
308	10888
309	9522
310	8500
311	9014
312	8915
313	8504
314	10041
315	12090
316	11579
317	11069
318	11585
319	8514
320	10566
321	9544
322	11081
323	11084
324	8527
325	9040
326	10578
327	11606
328	9054
329	11493
330	10080
331	10597
332	11110
333	11624
334	9577
335	8555
336	9072
337	8562
338	9077
339	11126
340	9449
341	10702
342	10618
343	8573
344	8683
345	8581
346	12166
347	10120
348	8585
349	8592
350	10129
351	10130
352	11156
353	8599
354	11675
355	10655
356	12193
357	9634
358	8100
359	9125
360	11686
361	11688
362	10665
363	12203
