0	2
1	3
2	4
3	5
4	6
5	7
6	8
7	9
8	10
9	11
10	12
11	13
12	14
13	15
14	16
15	17
16	18
17	19
18	20
19	21
20	22
21	23
22	24
23	25
24	26
25	27
26	28
27	29
28	30
29	31
30	32
31	33
32	34
33	35
34	36
35	37
36	38
37	39
38	40
39	41
40	42
41	43
42	44
43	45
44	46
45	47
46	48
47	49
48	50
49	51
50	52
51	53
52	54
53	55
54	56
55	57
56	58
57	59
58	60
59	61
60	62
61	63
62	64
63	65
64	67
65	68
66	69
67	70
68	71
69	72
70	73
71	74
72	75
73	76
74	77
75	78
76	79
77	80
78	81
79	82
80	83
81	84
82	85
83	86
84	87
85	88
86	89
87	90
88	91
89	92
90	93
91	94
92	95
93	96
94	97
95	98
96	99
97	100
98	101
99	102
100	103
101	104
102	105
103	106
104	107
105	108
106	109
107	110
108	111
109	112
110	113
111	114
112	115
113	118
114	119
115	120
116	121
117	122
118	123
119	124
120	125
121	126
122	127
123	128
124	129
125	130
126	132
127	133
128	134
129	135
130	136
131	137
132	138
133	139
134	140
135	141
136	142
137	145
138	146
139	147
140	148
141	150
142	152
143	153
144	154
145	155
146	156
147	157
148	158
149	159
150	160
151	161
152	162
153	163
154	164
155	165
156	166
157	167
158	168
159	169
160	170
161	171
162	172
163	173
164	174
165	175
166	176
167	177
168	178
169	180
170	181
171	182
172	183
173	184
174	185
175	186
176	187
177	188
178	189
179	190
180	191
181	192
182	193
183	194
184	195
185	196
186	197
187	198
188	199
189	200
190	201
191	202
192	203
193	204
194	205
195	206
196	207
197	208
198	209
199	210
200	212
201	213
202	214
203	215
204	217
205	218
206	219
207	220
208	221
209	222
210	223
211	224
212	225
213	226
214	228
215	229
216	230
217	231
218	232
219	233
220	234
221	235
222	236
223	237
224	238
225	239
226	240
227	241
228	242
229	243
230	244
231	245
232	246
233	247
234	248
235	249
236	250
237	251
238	252
239	254
240	255
241	256
242	257
243	258
244	259
245	260
246	262
247	263
248	264
249	265
250	266
251	267
252	268
253	269
254	270
255	271
256	272
257	273
258	274
259	275
260	278
261	279
262	280
263	281
264	282
265	283
266	284
267	285
268	286
269	287
270	288
271	289
272	290
273	291
274	292
275	295
276	296
277	297
278	298
279	299
280	300
281	301
282	302
283	304
284	305
285	307
286	308
287	309
288	311
289	312
290	313
291	314
292	315
293	316
294	317
295	318
296	319
297	320
298	321
299	322
300	323
301	324
302	325
303	327
304	329
305	330
306	331
307	332
308	334
309	335
310	336
311	338
312	340
313	341
314	342
315	343
316	344
317	345
318	346
319	347
320	348
321	349
322	350
323	351
324	352
325	353
326	354
327	355
328	356
329	357
330	358
331	359
332	361
333	362
334	364
335	365
336	366
337	367
338	368
339	369
340	370
341	371
342	372
343	373
344	374
345	375
346	376
347	377
348	378
349	379
350	380
351	383
352	384
353	386
354	388
355	389
356	390
357	392
358	393
359	395
360	396
361	397
362	398
363	400
364	401
365	402
366	403
367	404
368	405
369	408
370	409
371	410
372	411
373	412
374	413
375	414
376	415
377	416
378	417
379	418
380	420
381	421
382	422
383	423
384	424
385	425
386	427
387	429
388	430
389	431
390	433
391	434
392	437
393	438
394	439
395	440
396	443
397	444
398	445
399	446
400	447
401	448
402	450
403	451
404	452
405	453
406	457
407	459
408	460
409	461
410	462
411	464
412	466
413	467
414	469
415	470
416	471
417	472
418	473
419	474
420	475
421	476
422	477
423	478
424	479
425	480
426	481
427	482
428	483
429	484
430	485
431	486
432	487
433	488
434	489
435	490
436	491
437	493
438	494
439	495
440	496
441	497
442	498
443	499
444	500
445	501
446	502
447	503
448	504
449	506
450	509
451	511
452	513
453	515
454	516
455	518
456	519
457	520
458	521
459	524
460	525
461	526
462	527
463	528
464	529
465	530
466	531
467	532
468	533
469	534
470	535
471	536
472	540
473	541
474	542
475	543
476	544
477	545
478	546
479	548
480	549
481	550
482	552
483	553
484	554
485	555
486	556
487	557
488	558
489	559
490	562
491	563
492	565
493	566
494	569
495	570
496	571
497	572
498	573
499	574
500	575
501	576
502	577
503	578
504	580
505	581
506	582
507	583
508	584
509	588
510	590
511	592
512	593
513	595
514	596
515	597
516	598
517	599
518	600
519	602
520	604
521	607
522	608
523	609
524	610
525	611
526	613
527	614
528	615
529	616
530	617
531	618
532	619
533	621
534	622
535	623
536	624
537	625
538	626
539	627
540	628
541	629
542	631
543	632
544	633
545	635
546	636
547	637
548	638
549	640
550	641
551	642
552	643
553	644
554	645
555	647
556	648
557	649
558	650
559	651
560	652
561	655
562	657
563	658
564	659
565	660
566	661
567	662
568	663
569	664
570	665
571	670
572	671
573	672
574	673
575	674
576	675
577	676
578	677
579	678
580	682
581	684
582	685
583	686
584	687
